,T_coeff,course_id,cumgame_coeff,dirvar_coeff,intercept,mse,n_values,nomatch,player,precip_coeff,prediction_score,removed_corr,wgust_coeff,wspd_coeff
86,-0.7980117783762218,2,0.5052283978012361,-0.1253433985842949,52.3125,5.913961819669884,16.0,,Peter Sontag,0.0,0.6942083971247242,0.0,1.1852094657111611,1.5042134926033506
87,,0,,,,,,1.0,AJ Jaussaud,,,,,
88,,1,,,,,,1.0,AJ Jaussaud,,,,,
89,0.5035991147973368,2,-1.215337916239912,-0.9678772387132313,56.18181818181818,10.482133825987242,11.0,,AJ Jaussaud,0.0,0.49788670113046074,0.0,0.795019811802489,0.5665001329730492
90,,0,,,,,,1.0,Aaron Hesterman,,,,,
91,,1,,,,,,1.0,Aaron Hesterman,,,,,
92,,2,,,60.0,0.0,1.0,,Aaron Hesterman,,,0.0,,
93,,0,,,62.0,0.0,1.0,,Aaron Kirby,,,0.0,,
94,,1,,,62.5,2.5,2.0,,Aaron Kirby,,,0.0,,
95,-1.3809114453731313,2,0.0,-0.0,64.875,20.03352992493234,8.0,,Aaron Kirby,0.0,0.46376164149072785,0.0,3.1219163593901804,-0.0
96,,0,,,,,,1.0,Andy Sommers,,,,,
97,,1,,,,,,1.0,Andy Sommers,,,,,
98,,2,,,58.5,3.5,2.0,,Andy Sommers,,,2.0,,
99,,0,1.9170153415738937,,57.166666666666664,6.898515026785842,6.0,,Bob McGarity,,0.47495445884928056,0.0,,
100,-0.0,1,-1.9587260445566162e-17,0.0,55.45454545454545,9.884297520661157,11.0,,Bob McGarity,-0.0,0.0,0.0,0.0,-0.0
101,-1.1289714268056203,2,-1.5292410411494177,-1.02295245031862,58.81818181818182,11.57305011611324,11.0,,Bob McGarity,0.0,0.4150630475982865,0.0,-0.08874109150261864,0.03191641615838344
102,,0,,,59.0,0.0,1.0,,Bryan Hesterman,,,0.0,,
103,,1,,,55.666666666666664,1.247219128924647,3.0,,Bryan Hesterman,,,1.0,,
104,,2,-1.275742247355808,,57.75,6.253931591919782,4.0,,Bryan Hesterman,,0.44098935491219826,0.0,,
105,,0,,,,,,1.0,Chad Inman,,,,,
106,,1,,,,,,1.0,Chad Inman,,,,,
107,,2,,,61.0,0.0,1.0,,Chad Inman,,,0.0,,
108,,0,,,,,,1.0,Chris Basuino,,,,,
109,,1,,,52.0,2.449489742783178,3.0,,Chris Basuino,,,1.0,,
110,,2,,,50.0,4.0,2.0,,Chris Basuino,,,2.0,,
111,-0.16658808347722498,0,1.545293306903528,-0.0,55.57142857142857,5.761863240708486,14.0,,Chris Isom,1.376508043933778,0.6073278180880171,0.0,0.018538410048736336,0.1879286247763698
112,,1,,,,,,1.0,Chris Isom,,,,,
113,,2,,,53.0,4.0,2.0,,Chris Isom,,,2.0,,
114,,0,,,,,,1.0,Curtis Bauer,,,,,
115,,1,,,,,,1.0,Curtis Bauer,,,,,
116,,2,,,63.0,0.0,1.0,,Curtis Bauer,,,0.0,,
117,,0,,,59.0,0.0,2.0,,David Randall,,,1.0,,
118,,1,,,,,,1.0,David Randall,,,,,
119,,2,,,64.0,0.0,1.0,,David Randall,,,0.0,,
120,0.0,0,0.0,0.0,51.583333333333336,8.076388888888891,12.0,,Greg Breazeale,0.0,0.0,0.0,0.0,0.0
121,,1,,,,,,1.0,Greg Breazeale,,,,,
122,,2,-0.0,,52.75,8.1875,4.0,,Greg Breazeale,,0.0,1.0,,
123,,0,,,,,,1.0,Jaques Duhon,,,,,
124,,1,,,,,,1.0,Jaques Duhon,,,,,
125,,2,,,66.0,0.0,1.0,,Jaques Duhon,,,0.0,,
126,0.0,0,0.0,0.0,56.375,3.4853568215710844,8.0,,Joe Kestler,0.09256304471866812,0.0666826921315925,0.0,-0.0,-0.0
127,,1,-2.1986917936325194,,54.0,8.414084072892217,7.0,,Joe Kestler,,0.525011382981891,0.0,,
128,,2,-1.474367693968681,,58.0,0.739544599440084,4.0,,Joe Kestler,,0.8356567556799813,0.0,,
129,-1.2027521002307973,0,1.6342518353439404,1.2282378705950066,55.0,11.048989862348698,12.0,,Matt Neiman,0.5273293393998203,0.6100356519171048,0.0,-0.2595777200041162,-0.35729832306197545
130,,1,,,52.5,1.5,2.0,,Matt Neiman,,,1.0,,
131,,2,,,50.0,1.0,2.0,,Matt Neiman,,,2.0,,
132,,0,,,,,,1.0,Matty Angell,,,,,
133,,1,0.0,,56.6,4.640000000000001,5.0,,Matty Angell,,0.0,0.0,,
134,-0.5242976073595214,2,-0.4564605254063549,0.32709199999164484,54.84375,14.033462487641865,32.0,,Matty Angell,0.0,0.14660813662656513,0.0,0.5267326778828018,0.11263073987250485
135,,0,-0.0,,55.714285714285715,5.061224489795919,7.0,,Mike Degnan,,0.0,0.0,,
136,,1,,,,,,1.0,Mike Degnan,,,,,
137,,2,,,57.5,0.5,2.0,,Mike Degnan,,,2.0,,
138,,0,,,,,,1.0,Nate Lachance,,,,,
139,,1,,,,,,1.0,Nate Lachance,,,,,
140,,2,,,58.5,1.5,2.0,,Nate Lachance,,,2.0,,
141,-0.0,0,0.05815395997503555,0.0,60.125,5.486779510226189,8.0,,Nate Stone,1.1035729949068043,0.4572582864691251,0.0,0.0396465527654709,0.3361606747376714
142,,1,1.8240003661283237,,61.5,9.525493144764468,4.0,,Nate Stone,,0.5051691872849626,0.0,,
143,,2,,,61.0,0.0,1.0,,Nate Stone,,,0.0,,
144,,0,,,,,,1.0,Nick Calabrese,,,,,
145,,1,,,,,,1.0,Nick Calabrese,,,,,
146,-1.606226123495729,2,-0.0,-0.0,54.642857142857146,7.504799762617295,14.0,,Nick Calabrese,0.0,0.40711779384401864,0.0,0.0,0.0
147,,0,,,,,,1.0,Harry Snodgrass,,,,,
148,,1,,,,,,1.0,Harry Snodgrass,,,,,
149,,2,,,65.0,0.0,1.0,,Harry Snodgrass,,,0.0,,
150,,0,,,,,,1.0,Brian Fattig,,,,,
151,,1,,,,,,1.0,Brian Fattig,,,,,
152,,2,,,71.0,0.0,1.0,,Brian Fattig,,,0.0,,
153,,0,,,,,,1.0,Matt Wilcox,,,,,
154,,1,,,,,,1.0,Matt Wilcox,,,,,
155,,2,,,63.0,0.0,1.0,,Matt Wilcox,,,0.0,,
156,,0,,,,,,1.0,OV Chad,,,,,
157,,1,,,,,,1.0,OV Chad,,,,,
158,,2,,,72.0,0.0,1.0,,OV Chad,,,0.0,,
159,,0,,,,,,1.0,John Owen,,,,,
160,,1,,,,,,1.0,John Owen,,,,,
161,,2,,,53.0,0.0,1.0,,John Owen,,,0.0,,
162,,0,,,,,,1.0,Rob Sindelar,,,,,
163,,1,,,,,,1.0,Rob Sindelar,,,,,
164,,2,,,54.5,0.5,2.0,,Rob Sindelar,,,1.0,,
165,,0,,,,,,1.0,Rex Crossen,,,,,
166,,1,,,,,,1.0,Rex Crossen,,,,,
167,,2,,,58.0,0.0,1.0,,Rex Crossen,,,0.0,,
168,,0,,,,,,1.0,Daley Stevens,,,,,
169,,1,,,,,,1.0,Daley Stevens,,,,,
170,,2,,,62.0,0.0,1.0,,Daley Stevens,,,0.0,,
171,,0,,,,,,1.0,Jeremey Adelson,,,,,
172,,1,,,67.0,0.0,1.0,,Jeremey Adelson,,,0.0,,
173,,2,,,,,,1.0,Jeremey Adelson,,,,,
174,,0,,,,,,1.0,John Jennings,,,,,
175,,1,-1.1841815047764717e-17,,63.8,14.959999999999999,5.0,,John Jennings,,0.0,0.0,,
176,-0.0,2,-0.26290509278370633,-0.29852459321449315,62.60606060606061,11.237053094667159,33.0,,John Jennings,0.10103585530317184,0.22076217396252307,0.0,1.100128721529532,0.0
177,,0,,,,,,1.0,Josh Cook,,,,,
178,,1,0.7458121492670301,,52.0,0.22208643062926722,4.0,,Josh Cook,,0.7779135693707327,0.0,,
179,,2,,,,,,1.0,Josh Cook,,,,,
180,0.0,0,0.0,-0.0,56.3125,8.511665766380897,16.0,,Luiz Celeste,0.0,0.10070720751402817,0.0,-0.4755052437275658,-0.0
181,0.0,1,-0.0,-0.0,60.0,11.692307692307692,13.0,,Luiz Celeste,-0.0,0.0,0.0,0.0,0.0
182,-0.522943703967892,2,-0.056534370321006784,-0.15369966045877687,55.285714285714285,6.278019549869058,21.0,,Luiz Celeste,-0.27666783945062645,0.16708585394336495,0.0,0.13597787480491325,0.2598265540188667
183,,0,,,,,,1.0,Matt Petrie,,,,,
184,,1,,,65.0,3.0,2.0,,Matt Petrie,,,1.0,,
185,,2,,,,,,1.0,Matt Petrie,,,,,
186,,0,,,,,,1.0,Paul WIldt,,,,,
187,,1,,,64.0,0.0,1.0,,Paul WIldt,,,0.0,,
188,,2,,,,,,1.0,Paul WIldt,,,,,
189,,0,,,,,,1.0,Peter William Sontag,,,,,
190,,1,0.2234521097389474,,51.0,11.628307434599174,5.0,,Peter William Sontag,,0.06223327140329249,0.0,,
191,,2,,,,,,1.0,Peter William Sontag,,,,,
192,,0,,,,,,1.0,Tim Zebal,,,,,
193,,1,,,64.0,0.0,1.0,,Tim Zebal,,,0.0,,
194,,2,,,,,,1.0,Tim Zebal,,,,,
195,,0,,,,,,1.0,Arthur Coddington,,,,,
196,,1,-1.5825333370354835,,54.57142857142857,16.752052566462105,7.0,,Arthur Coddington,,0.1484952533644781,0.0,,
197,,2,,,,,,1.0,Arthur Coddington,,,,,
198,,0,-0.0,,53.166666666666664,17.805555555555554,6.0,,Dylan Cantu,,0.0,0.0,,
199,,1,-0.3868599586040748,,55.333333333333336,10.968547538742813,6.0,,Dylan Cantu,,0.12639886859570526,0.0,,
200,,2,,,54.0,0.0,1.0,,Dylan Cantu,,,0.0,,
201,,0,,,,,,1.0,Eric Kraszewski,,,,,
202,,1,-0.0,,56.8,9.36,5.0,,Eric Kraszewski,,0.0,0.0,,
203,,2,,,,,,1.0,Eric Kraszewski,,,,,
204,-0.28673404229013016,0,0.6809841937627422,0.24106400015193946,68.93333333333334,9.39312630503542,15.0,,Hugh Harrell,1.6031965616905604,0.6201557479092435,0.0,0.5593720634227511,0.7134189385316904
205,,1,,,76.66666666666667,4.988876515698588,3.0,,Hugh Harrell,,,0.0,,
206,,2,,,66.0,0.0,1.0,,Hugh Harrell,,,0.0,,
207,,0,,,62.666666666666664,3.39934634239519,3.0,,Tu Tran,,,0.0,,
208,,1,-0.7907653579862681,,66.8,11.301363225985567,5.0,,Tu Tran,,0.154089578893296,0.0,,
209,,2,,,,,,1.0,Tu Tran,,,,,
210,,0,,,,,,1.0,Eddy Bigarani,,,,,
211,,1,,,60.0,0.0,1.0,,Eddy Bigarani,,,0.0,,
212,,2,,,,,,1.0,Eddy Bigarani,,,,,
213,,0,,,,,,1.0,Mariano Hernandez,,,,,
214,,1,,,69.0,0.0,1.0,,Mariano Hernandez,,,0.0,,
215,,2,,,,,,1.0,Mariano Hernandez,,,,,
216,,0,,,,,,1.0,Nate Gonzales,,,,,
217,,1,,,68.0,0.0,1.0,,Nate Gonzales,,,0.0,,
218,,2,,,,,,1.0,Nate Gonzales,,,,,
219,,0,,,,,,1.0,Noah Bernhardt,,,,,
220,,1,,,62.0,0.0,1.0,,Noah Bernhardt,,,0.0,,
221,,2,,,,,,1.0,Noah Bernhardt,,,,,
222,,0,,,63.0,0.0,1.0,,Anthony Jaussaud,,,0.0,,
223,,1,,,58.0,0.0,1.0,,Anthony Jaussaud,,,0.0,,
224,,2,,,,,,1.0,Anthony Jaussaud,,,,,
225,,0,,,,,,1.0,Matt Hansen,,,,,
226,,1,0.0,,59.166666666666664,5.472222222222222,6.0,,Matt Hansen,,0.0,0.0,,
227,,2,,,61.0,0.0,1.0,,Matt Hansen,,,0.0,,
228,,0,,,,,,1.0,Rob Singular,,,,,
229,,1,,,68.0,0.0,1.0,,Rob Singular,,,0.0,,
230,,2,,,,,,1.0,Rob Singular,,,,,
231,,0,,,,,,1.0,Valerie ,,,,,
232,,1,,,69.0,0.0,1.0,,Valerie ,,,0.0,,
233,,2,,,,,,1.0,Valerie ,,,,,
234,,0,,,,,,1.0,Greg Randolph,,,,,
235,,1,,,62.0,0.0,1.0,,Greg Randolph,,,0.0,,
236,,2,,,59.5,1.5,2.0,,Greg Randolph,,,2.0,,
237,,0,,,,,,1.0,Jason Cantero,,,,,
238,,1,,,54.0,0.0,1.0,,Jason Cantero,,,0.0,,
239,,2,,,,,,1.0,Jason Cantero,,,,,
240,0.8807761079486381,0,0.6142757498962199,2.0603553709922893,54.0,6.041191261537094,11.0,,Shawn Mercy,1.8916539971749327,0.6835566482051998,0.0,-3.0482104024460233,4.050621679075413
241,,1,,,58.5,3.5,2.0,,Shawn Mercy,,,2.0,,
242,,2,,,,,,1.0,Shawn Mercy,,,,,
243,,0,,,,,,1.0,Stephen Willis,,,,,
244,,1,,,53.0,0.0,1.0,,Stephen Willis,,,0.0,,
245,,2,,,,,,1.0,Stephen Willis,,,,,
246,,0,,,,,,1.0,Jesse Rudner,,,,,
247,,1,,,,,,1.0,Jesse Rudner,,,,,
248,,2,,,72.0,5.0,2.0,,Jesse Rudner,,,2.0,,
249,,0,,,,,,1.0,Art Coddington,,,,,
250,,1,,,,,,1.0,Art Coddington,,,,,
251,,2,,,59.0,0.0,1.0,,Art Coddington,,,0.0,,
252,0.0,0,-0.0,-0.0,58.38461538461539,17.77514792899408,13.0,,Daniel Charlip-Blumlein,-0.0,0.0,0.0,0.0,0.0
253,,1,,,,,,1.0,Daniel Charlip-Blumlein,,,,,
254,,2,,,62.0,0.0,1.0,,Daniel Charlip-Blumlein,,,0.0,,
255,,0,,,,,,1.0,Val St. Louis,,,,,
256,,1,,,63.0,0.0,1.0,,Val St. Louis,,,0.0,,
257,,2,,,76.66666666666667,6.128258770283412,3.0,,Val St. Louis,,,1.0,,
258,,0,0.0,,53.666666666666664,10.555555555555555,6.0,,Beau Griffin,,0.0,0.0,,
259,,1,,,54.0,0.0,1.0,,Beau Griffin,,,0.0,,
260,,2,0.0,,54.57142857142857,10.244897959183673,7.0,,Beau Griffin,,0.0,0.0,,
261,-0.0,0,0.0,0.0,57.8,16.16,10.0,,Jesse Miller,-0.0,0.0,0.0,0.0,0.0
262,,1,-1.2087211933372015,,55.75,2.1348893428318663,4.0,,Jesse Miller,,0.4901756793237334,0.0,,
263,,2,-1.1841815047764717e-17,,57.2,7.760000000000001,5.0,,Jesse Miller,,0.0,0.0,,
264,,0,,,,,,1.0,Ayton Hesterman,,,,,
265,,1,,,108.0,0.0,1.0,,Ayton Hesterman,,,0.0,,
266,,2,,,,,,1.0,Ayton Hesterman,,,,,
267,,0,,,,,,1.0,Craig Brown,,,,,
268,,1,,,66.66666666666667,3.2998316455372216,3.0,,Craig Brown,,,0.0,,
269,,2,,,,,,1.0,Craig Brown,,,,,
270,,0,,,,,,1.0,Gordon Kennedy,,,,,
271,,1,,,68.0,3.0,2.0,,Gordon Kennedy,,,2.0,,
272,,2,,,,,,1.0,Gordon Kennedy,,,,,
273,,0,,,,,,1.0,James Bowden,,,,,
274,,1,,,82.0,0.0,1.0,,James Bowden,,,0.0,,
275,,2,,,,,,1.0,James Bowden,,,,,
276,,0,,,61.0,0.0,1.0,,Jamie Kennedy,,,0.0,,
277,,1,,,67.5,0.5,2.0,,Jamie Kennedy,,,2.0,,
278,,2,,,,,,1.0,Jamie Kennedy,,,,,
279,0.0,0,0.0,0.0,49.09090909090909,12.44628099173554,11.0,,Jeff Faes,-0.0,0.0,0.0,-0.0,0.0
280,,1,,,50.5,0.5,2.0,,Jeff Faes,,,2.0,,
281,,2,,,,,,1.0,Jeff Faes,,,,,
282,,0,0.6347056655442849,,55.0,11.848588817087379,5.0,,Keek Solorio,,0.1287802340376928,0.0,,
283,,1,,,52.0,0.0,1.0,,Keek Solorio,,,0.0,,
284,,2,,,,,,1.0,Keek Solorio,,,,,
285,,0,,,,,,1.0,Marc Atkinson,,,,,
286,,1,0.0,,71.5,16.916666666666668,6.0,,Marc Atkinson,,0.0,0.0,,
287,,2,,,,,,1.0,Marc Atkinson,,,,,
288,,0,,,,,,1.0,Mark Farr,,,,,
289,,1,-0.0,,62.25,5.1875,4.0,,Mark Farr,,0.0,1.0,,
290,,2,,,,,,1.0,Mark Farr,,,,,
291,,0,2.4204868763053264,,68.75,1.932849094391259,4.0,,Michael Infusino,,0.8191486227470167,0.0,,
292,,1,,,63.0,0.0,1.0,,Michael Infusino,,,0.0,,
293,,2,,,,,,1.0,Michael Infusino,,,,,
294,,0,,,,,,1.0,Pat Humphreys,,,,,
295,,1,,,61.0,0.0,1.0,,Pat Humphreys,,,0.0,,
296,,2,,,,,,1.0,Pat Humphreys,,,,,
297,,0,,,,,,1.0,Peter Ward,,,,,
298,,1,,,62.0,5.0990195135927845,3.0,,Peter Ward,,,1.0,,
299,,2,,,,,,1.0,Peter Ward,,,,,
300,,0,,,,,,1.0,Steven Johnson,,,,,
301,,1,,,59.0,0.0,1.0,,Steven Johnson,,,0.0,,
302,,2,,,,,,1.0,Steven Johnson,,,,,
303,,0,,,,,,1.0,ThomasHesterman,,,,,
304,,1,,,99.0,0.0,1.0,,ThomasHesterman,,,0.0,,
305,,2,,,,,,1.0,ThomasHesterman,,,,,
306,,0,,,,,,1.0,Nate Tilman,,,,,
307,,1,,,,,,1.0,Nate Tilman,,,,,
308,-0.0,2,0.0,0.0,71.0,45.0,12.0,,Nate Tilman,0.0,0.0,0.0,0.0,0.0
309,,0,,,,,,1.0,Sidharth Kumar,,,,,
310,,1,,,,,,1.0,Sidharth Kumar,,,,,
311,,2,,,69.0,0.0,1.0,,Sidharth Kumar,,,0.0,,
312,,0,,,,,,1.0,Zac Pape,,,,,
313,,1,,,,,,1.0,Zac Pape,,,,,
314,-0.0,2,0.0,-0.0,62.11764705882353,18.45674740484429,17.0,,Zac Pape,-0.0,0.0,0.0,0.0,1.3519513564462656e-17
315,,0,,,68.0,0.0,1.0,,Eddie Fitzsimmons,,,0.0,,
316,,1,,,62.0,0.0,1.0,,Eddie Fitzsimmons,,,0.0,,
317,,2,,,,,,1.0,Eddie Fitzsimmons,,,,,
318,,0,,,,,,1.0,Erik Romme,,,,,
319,,1,,,62.0,1.0,2.0,,Erik Romme,,,2.0,,
320,,2,,,,,,1.0,Erik Romme,,,,,
321,,0,,,,,,1.0,Ethan Christman,,,,,
322,,1,,,58.0,0.0,1.0,,Ethan Christman,,,0.0,,
323,,2,,,,,,1.0,Ethan Christman,,,,,
324,,0,,,,,,1.0,Max Shannon,,,,,
325,,1,,,66.0,0.0,1.0,,Max Shannon,,,0.0,,
326,,2,,,,,,1.0,Max Shannon,,,,,
327,,0,,,,,,1.0,Ryan Cox,,,,,
328,,1,,,64.0,2.8284271247461903,3.0,,Ryan Cox,,,1.0,,
329,,2,,,,,,1.0,Ryan Cox,,,,,
330,,0,0.8324270968276749,,54.4,1.2848133055041646,5.0,,Spencer Churchill,,0.426422631471355,0.0,,
331,,1,,,55.5,2.5,2.0,,Spencer Churchill,,,2.0,,
332,,2,,,,,,1.0,Spencer Churchill,,,,,
